CONCEPT_ID,ICD10code,description,body_system,Progressive,code_heading,CONCEPT_NAME,DOMAIN_ID,VOCABULARY_ID,standard_code,standard_name
45591435,H81.03,"Meniere's disease, bilateral",otologic,no,H81,"Meniere's disease, bilateral",Condition,ICD10CM,79833,Ménière's disease
45591436,H81.399,"Other peripheral vertigo, unspecified ear",otologic,no,H81,"Other peripheral vertigo, unspecified ear",Condition,ICD10CM,78162,Peripheral vertigo
45591437,H81.8X2,"Other disorders of vesitbular function, left ear",otologic,no,H81,"Other disorders of vestibular function, left ear",Condition,ICD10CM,81303,Labyrinthine disorder
45591440,H83.2X1,"Labyrinthine dysfunction, right ear",otologic,no,H83,"Labyrinthine dysfunction, right ear",Condition,ICD10CM,78771,Labyrinthine dysfunction
45591441,H83.3X1,Noise effects on right inner ear,otologic,no,H83,Noise effects on right inner ear,Condition,ICD10CM,377572,Noise effects on inner ear
45591442,H83.3X9,"Noise effects on inner ear, unspecified ear",otologic,no,H83,"Noise effects on inner ear, unspecified ear",Condition,ICD10CM,377572,Noise effects on inner ear
45591443,H83.91,"Unspecified disease of inner ear, right",otologic,no,H83,Unspecified disease of right inner ear,Condition,ICD10CM,4335747,Disorder of inner ear
45591446,H93.099,Unspecified degenerative and vascular disorders of unspecified ear,otologic,no,H93099,Unspecified degenerative and vascular disorders of unspecified ear,Condition,ICD10CM,378161,Disorder of ear
45591469,I50.41,Acute combined systolic (congestive) and diastolic (congestive) heart failure,cardiac ,yes,I50,Acute combined systolic (congestive) and diastolic (congestive) heart failure,Condition,ICD10CM,44782718,Acute combined systolic and diastolic heart failure
45591469,I50.41,Acute combined systolic (congestive) and diastolic (congestive) heart failure,cardiac ,yes,I50,Acute combined systolic (congestive) and diastolic (congestive) heart failure,Condition,ICD10CM,319835,Congestive heart failure
45591477,I65.02,Occlusion and stenosis of left vertebral artery,neurological,yes,I65,Occlusion and stenosis of left vertebral artery,Condition,ICD10CM,43022059,Disease of non-coronary systemic artery
45591477,I65.02,Occlusion and stenosis of left vertebral artery,neurological,yes,I65,Occlusion and stenosis of left vertebral artery,Condition,ICD10CM,255919,Finding of head and neck region
45591493,I69.969,Other paralytic syndrome following unspecified cerebrovascular disease affecting unspecified side,neurological,no,I699,Other paralytic syndrome following unspecified cerebrovascular disease affecting unspecified side,Condition,ICD10CM,372654,Paralytic syndrome as late effect of stroke
45591520,I82.593,Chronic embolism and thrombosis of other specified deep vein of bilateral lower extremity,cardiac,no,I825,"Chronic embolism and thrombosis of other specified deep vein of lower extremity, bilateral",Condition,ICD10CM,40481089,Embolism from thrombosis of vein of lower extremity
45591521,I82.5Z2,Chronic embolism and thrombosis of unspecified deep veins of left distal lower extremity,cardiac,no,I825,Chronic embolism and thrombosis of unspecified deep veins of left distal lower extremity,Condition,ICD10CM,4258295,Embolism from thrombosis of vein of distal lower extremity
45591564,J84.843,Alveolar capillary dysplasia with vein misalignment,pulmonary/respiratory,yes,J84843,Alveolar capillary dysplasia with vein misalignment,Condition,ICD10CM,40491883,Alveolar capillary dysplasia with pulmonary venous misalignment
45591579,K22.710,Barrett's esophagus with low grade dysplasia,gastrointestinal,no,K227,Barrett's esophagus with low grade dysplasia,Condition,ICD10CM,46269825,Barretts esophagus with low grade dysplasia
45591585,K31.84,Gastroparesis,gastrointestinal,no,K3184,Gastroparesis,Condition,ICD10CM,195847,Gastroparesis syndrome
45591593,K50.013,Crohn's disease of small intestine with fistula,gastrointestinal,no,K50,Crohn's disease of small intestine with fistula,Condition,ICD10CM,46269885,Fistula of small intestine due to Crohn's disease
45591594,K51.313,Ulcerative (chronic) rectosigmoiditis with fistula,gastrointestinal,no,K513,Ulcerative (chronic) rectosigmoiditis with fistula,Condition,ICD10CM,46269850,Fistula of large intestine due to chronic ulcerative rectosigmoiditis
45591649,L89.214,"Pressure ulcer of right hip, stage 4",dermatological,no,L89,"Pressure ulcer of right hip, stage 4",Condition,ICD10CM,44782447,Pressure ulcer of hip
45591649,L89.214,"Pressure ulcer of right hip, stage 4",dermatological,no,L89,"Pressure ulcer of right hip, stage 4",Condition,ICD10CM,137345,Pressure ulcer stage 4
45591650,L89.229,"Pressure ulcer of left hip, unspecified stage",dermatological,no,L89,"Pressure ulcer of left hip, unspecified stage",Condition,ICD10CM,44782447,Pressure ulcer of hip
45591651,L89.311,"Pressure ulcer of right buttock, stage 1",dermatological,no,L89,"Pressure ulcer of right buttock, stage 1",Condition,ICD10CM,200485,Pressure ulcer of buttock
45591651,L89.311,"Pressure ulcer of right buttock, stage 1",dermatological,no,L89,"Pressure ulcer of right buttock, stage 1",Condition,ICD10CM,132393,Pressure ulcer stage 1
45591652,L89.892,"Pressure ulcer of other site, stage 2",dermatological,no,L89,"Pressure ulcer of other site, stage 2",Condition,ICD10CM,137945,Pressure ulcer stage 2
45591653,L89.899,"Pressure ulcer of other site, unspecified stage",dermatological,no,L89,"Pressure ulcer of other site, unspecified stage",Condition,ICD10CM,135333,Pressure ulcer
45591654,L89.95,"Pressure ulcer of unspecified site, unstageable",dermatological,no,L89,"Pressure ulcer of unspecified site, unstageable",Condition,ICD10CM,135333,Pressure ulcer
45591660,L97.109,Non-pressure chronic ulcer of unspecified thigh with unspecified severity,dermatological,no,L97,Non-pressure chronic ulcer of unspecified thigh with unspecified severity,Condition,ICD10CM,4324315,Chronic ulcer of thigh
45591661,L97.111,Non-pressure chronic ulcer of right thigh limited to breakdown of skin,dermatological,no,L97,Non-pressure chronic ulcer of right thigh limited to breakdown of skin,Condition,ICD10CM,46269757,Chronic ulcer of skin of lower leg
45591661,L97.111,Non-pressure chronic ulcer of right thigh limited to breakdown of skin,dermatological,no,L97,Non-pressure chronic ulcer of right thigh limited to breakdown of skin,Condition,ICD10CM,4324315,Chronic ulcer of thigh
45591662,L97.424,Non-pressure chronic ulcer of left heel and midfoot with necrosis of bone,dermatological,no,L97,Non-pressure chronic ulcer of left heel and midfoot with necrosis of bone,Condition,ICD10CM,4181965,Chronic ulcer of foot
45591663,L97.809,Non-pressure chronic ulcer of other part of unspecified lower leg with unspecified severity,dermatological,no,L97,Non-pressure chronic ulcer of other part of unspecified lower leg with unspecified severity,Condition,ICD10CM,46269757,Chronic ulcer of skin of lower leg
45591664,L97.902,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with fat layer exposed,dermatological,no,L97,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with fat layer exposed,Condition,ICD10CM,46269757,Chronic ulcer of skin of lower leg
45591666,L98.414,Non-pressure chronic ulcer of buttock with necrosis of bone,dermatological,no,L984,Non-pressure chronic ulcer of buttock with necrosis of bone,Condition,ICD10CM,46269760,Necrosis of bone of buttock co-occurrent and due to chronic ulcer of buttock
45591685,M05.051,"Felty's syndrome, right hip",immunological,no,M050,"Felty's syndrome, right hip",Condition,ICD10CM,4116150,Rheumatoid arthritis of hip
45591685,M05.051,"Felty's syndrome, right hip",immunological,no,M050,"Felty's syndrome, right hip",Condition,ICD10CM,81097,Felty's syndrome
45591686,M05.10,Rheumatoid lung disease with rheumatoid arthritis of unspecified site,immunological,no,M051,Rheumatoid lung disease with rheumatoid arthritis of unspecified site,Condition,ICD10CM,37395590,Rheumatoid lung disease with rheumatoid arthritis
45591687,M05.112,Rheumatoid lung disease with rheumatoid arthritis of left shoulder,immunological,no,M051,Rheumatoid lung disease with rheumatoid arthritis of left shoulder,Condition,ICD10CM,35609009,Rheumatoid arthritis of left shoulder
45591687,M05.112,Rheumatoid lung disease with rheumatoid arthritis of left shoulder,immunological,no,M051,Rheumatoid lung disease with rheumatoid arthritis of left shoulder,Condition,ICD10CM,37395590,Rheumatoid lung disease with rheumatoid arthritis
45591688,M05.141,Rheumatoid lung disease with rheumatoid arthritis of right hand,immunological,no,M051,Rheumatoid lung disease with rheumatoid arthritis of right hand,Condition,ICD10CM,37395590,Rheumatoid lung disease with rheumatoid arthritis
45591688,M05.141,Rheumatoid lung disease with rheumatoid arthritis of right hand,immunological,no,M051,Rheumatoid lung disease with rheumatoid arthritis of right hand,Condition,ICD10CM,42534836,Rheumatoid arthritis of right hand
45591701,M06.019,"Rheumatoid arthritis without rheumatoid factor, unspecified shoulder",immunological,no,M060,"Rheumatoid arthritis without rheumatoid factor, unspecified shoulder",Condition,ICD10CM,4083556,Seronegative rheumatoid arthritis
45591701,M06.019,"Rheumatoid arthritis without rheumatoid factor, unspecified shoulder",immunological,no,M060,"Rheumatoid arthritis without rheumatoid factor, unspecified shoulder",Condition,ICD10CM,4114439,Rheumatoid arthritis of shoulder
45591702,M06.212,"Rheumatoid bursitis, left shoulder",immunological,no,M062,"Rheumatoid bursitis, left shoulder",Condition,ICD10CM,4344258,Bursitis of shoulder
45591702,M06.212,"Rheumatoid bursitis, left shoulder",immunological,no,M062,"Rheumatoid bursitis, left shoulder",Condition,ICD10CM,80809,Rheumatoid arthritis
45591703,M06.30,"Rheumatoid nodule, unspecified site",immunological,no,M063,"Rheumatoid nodule, unspecified site",Condition,ICD10CM,4142899,Subcutaneous rheumatoid nodule
45591704,M06.359,"Rheumatoid nodule, unspecified hip",immunological,no,M063,"Rheumatoid nodule, unspecified hip",Condition,ICD10CM,4142899,Subcutaneous rheumatoid nodule
45591705,M06.872,"Other specified rheumatoid arthritis, left ankle and foot",immunological,no,M068,"Other specified rheumatoid arthritis, left ankle and foot",Condition,ICD10CM,4117687,Rheumatoid arthritis - ankle and/or foot
45591708,M08.212,Juvenile rheumatoid arthritis with systemic onset of left shoulder,immunological,no,M08,"Juvenile rheumatoid arthritis with systemic onset, left shoulder",Condition,ICD10CM,4114439,Rheumatoid arthritis of shoulder
45591708,M08.212,Juvenile rheumatoid arthritis with systemic onset of left shoulder,immunological,no,M08,"Juvenile rheumatoid arthritis with systemic onset, left shoulder",Condition,ICD10CM,4116447,Systemic onset juvenile chronic arthritis
45591709,M08.221,Juvenile rheumatoid arthritis with systemic onset of right elbow,immunological,no,M08,"Juvenile rheumatoid arthritis with systemic onset, right elbow",Condition,ICD10CM,4116447,Systemic onset juvenile chronic arthritis
45591709,M08.221,Juvenile rheumatoid arthritis with systemic onset of right elbow,immunological,no,M08,"Juvenile rheumatoid arthritis with systemic onset, right elbow",Condition,ICD10CM,4116440,Rheumatoid arthritis of elbow
45591710,M08.452,Pauciarticular juvenile rheumatoid arthritis of left hip,immunological,no,M08,"Pauciarticular juvenile rheumatoid arthritis, left hip",Condition,ICD10CM,72705,Pauciarticular juvenile rheumatoid arthritis
45591710,M08.452,Pauciarticular juvenile rheumatoid arthritis of left hip,immunological,no,M08,"Pauciarticular juvenile rheumatoid arthritis, left hip",Condition,ICD10CM,4116150,Rheumatoid arthritis of hip
45591711,M08.471,Pauciarticular juvenile rheumatoid arthritis of right ankle and foot,immunological,no,M08,"Pauciarticular juvenile rheumatoid arthritis, right ankle and foot",Condition,ICD10CM,72705,Pauciarticular juvenile rheumatoid arthritis
45591711,M08.471,Pauciarticular juvenile rheumatoid arthritis of right ankle and foot,immunological,no,M08,"Pauciarticular juvenile rheumatoid arthritis, right ankle and foot",Condition,ICD10CM,4117687,Rheumatoid arthritis - ankle and/or foot
45591712,M08.821,Other juvenile arthritis of right elbow,immunological,no,M08,"Other juvenile arthritis, right elbow",Condition,ICD10CM,4116440,Rheumatoid arthritis of elbow
45591712,M08.821,Other juvenile arthritis of right elbow,immunological,no,M08,"Other juvenile arthritis, right elbow",Condition,ICD10CM,4253901,Juvenile rheumatoid arthritis
45591713,M08.839,Other juvenile arthritis of unspecified wrist,immunological,no,M08,"Other juvenile arthritis, unspecified wrist",Condition,ICD10CM,4253901,Juvenile rheumatoid arthritis
45591713,M08.839,Other juvenile arthritis of unspecified wrist,immunological,no,M08,"Other juvenile arthritis, unspecified wrist",Condition,ICD10CM,4116441,Rheumatoid arthritis of wrist
45591714,M08.89,"Other juvenile arthritis, multiple sites",immunological,no,M08,"Other juvenile arthritis, multiple sites",Condition,ICD10CM,4253901,Juvenile rheumatoid arthritis
45591716,M10.042,"Idiopathic gout, left hand",metabolic ,no,M100,"Idiopathic gout, left hand",Condition,ICD10CM,4084229,Primary gout
45591719,M10.432,"Other secondary gout, left wrist",metabolic ,no,M104,"Other secondary gout, left wrist",Condition,ICD10CM,4035436,Secondary gout
45591720,M10.462,"Other secondary gout, left knee",metabolic ,no,M104,"Other secondary gout, left knee",Condition,ICD10CM,4035436,Secondary gout
45591721,M11.121,"Familial chondrocalcinosis, right elbow",immunological,no,M111,"Familial chondrocalcinosis, right elbow",Condition,ICD10CM,4035750,Familial chondrocalcinosis
45591721,M11.121,"Familial chondrocalcinosis, right elbow",immunological,no,M111,"Familial chondrocalcinosis, right elbow",Condition,ICD10CM,40479661,Chondrocalcinosis of elbow joint
45591722,M11.149,"Familial chondrocalcinosis, unspecified hand",immunological,no,M111,"Familial chondrocalcinosis, unspecified hand",Condition,ICD10CM,40485405,Chondrocalcinosis of joint of hand
45591722,M11.149,"Familial chondrocalcinosis, unspecified hand",immunological,no,M111,"Familial chondrocalcinosis, unspecified hand",Condition,ICD10CM,4035750,Familial chondrocalcinosis
45591723,M11.179,"Familial chondrocalcinosis, unspecified ankle and foot",immunological,no,M111,"Familial chondrocalcinosis, unspecified ankle and foot",Condition,ICD10CM,40479259,Chondrocalcinosis of joint of ankle AND/OR foot
45591723,M11.179,"Familial chondrocalcinosis, unspecified ankle and foot",immunological,no,M111,"Familial chondrocalcinosis, unspecified ankle and foot",Condition,ICD10CM,4035750,Familial chondrocalcinosis
45591724,M11.259,"Other chondrocalcinosis, unspecified hip",immunological,no,M112,"Other chondrocalcinosis, unspecified hip",Condition,ICD10CM,40479662,Chondrocalcinosis of hip joint
45591725,M11.28,"Other chondrocalcinosis, vertebrae",immunological,no,M112,"Other chondrocalcinosis, vertebrae",Condition,ICD10CM,437064,Chondrocalcinosis
45591726,M11.819,"Other specified crystal arthropathies, unspecified shoulder",immunological,no,M118,"Other specified crystal arthropathies, unspecified shoulder",Condition,ICD10CM,74445,Crystal arthropathy of shoulder region
45591727,M11.821,"Other specified crystal arthropathies, right elbow",immunological,no,M118,"Other specified crystal arthropathies, right elbow",Condition,ICD10CM,73550,Crystal arthropathy of elbow
45591728,M12.012,"Chronic postrheumatic arthropathy [Jaccoud], left shoulder",immunological,no,M120,"Chronic postrheumatic arthropathy [Jaccoud], left shoulder",Condition,ICD10CM,72994,Jaccoud's syndrome
45591748,M1A.0121,"Idiopathic chronic gout, left shoulder, with tophus (tophi)",metabolic ,no,M1A0,"Idiopathic chronic gout, left shoulder, with tophus (tophi)",Condition,ICD10CM,4116007,Gouty arthritis of the shoulder region
45591749,M1A.0211,"Idiopathic chronic gout, right elbow, with tophus (tophi)",metabolic ,no,M1A0,"Idiopathic chronic gout, right elbow, with tophus (tophi)",Condition,ICD10CM,4084229,Primary gout
45591749,M1A.0211,"Idiopathic chronic gout, right elbow, with tophus (tophi)",metabolic ,no,M1A0,"Idiopathic chronic gout, right elbow, with tophus (tophi)",Condition,ICD10CM,4299408,Gouty tophus
45591750,M1A.0410,"Idiopathic chronic gout, right hand, without tophus (tophi)",metabolic ,no,M1A0,"Idiopathic chronic gout, right hand, without tophus (tophi)",Condition,ICD10CM,46270471,Primary chronic gout without tophus of hand
45591751,M1A.0521,"Idiopathic chronic gout, left hip, with tophus (tophi)",metabolic ,no,M1A0,"Idiopathic chronic gout, left hip, with tophus (tophi)",Condition,ICD10CM,4299408,Gouty tophus
45591751,M1A.0521,"Idiopathic chronic gout, left hip, with tophus (tophi)",metabolic ,no,M1A0,"Idiopathic chronic gout, left hip, with tophus (tophi)",Condition,ICD10CM,4084229,Primary gout
45591752,M1A.0721,"Idiopathic chronic gout, left ankle and foot, with tophus (tophi)",metabolic ,no,M1A0,"Idiopathic chronic gout, left ankle and foot, with tophus (tophi)",Condition,ICD10CM,4084229,Primary gout
45591752,M1A.0721,"Idiopathic chronic gout, left ankle and foot, with tophus (tophi)",metabolic ,no,M1A0,"Idiopathic chronic gout, left ankle and foot, with tophus (tophi)",Condition,ICD10CM,4116008,Gouty arthritis of the ankle and/or foot
45591752,M1A.0721,"Idiopathic chronic gout, left ankle and foot, with tophus (tophi)",metabolic ,no,M1A0,"Idiopathic chronic gout, left ankle and foot, with tophus (tophi)",Condition,ICD10CM,4299408,Gouty tophus
45591757,M1A.30X0,"Chronic gout due to renal impairment, unspecified site, without tophus (tophi)",metabolic ,no,M1A3,"Chronic gout due to renal impairment, unspecified site, without tophus (tophi)",Condition,ICD10CM,4035437,Gout secondary to renal impairment
45591758,M1A.3190,"Chronic gout due to renal impairment, unspecified shoulder, without tophus (tophi)",metabolic ,no,M1A3,"Chronic gout due to renal impairment, unspecified shoulder, without tophus (tophi)",Condition,ICD10CM,46270412,Gout of shoulder due to renal impairment
45591759,M1A.3210,"Chronic gout due to renal impairment, right elbow, without tophus (tophi)",metabolic ,no,M1A3,"Chronic gout due to renal impairment, right elbow, without tophus (tophi)",Condition,ICD10CM,46270464,Gout of elbow due to renal impairment
45591760,M1A.3711,"Chronic gout due to renal impairment, right ankle and foot, with tophus (tophi)",metabolic ,no,M1A3,"Chronic gout due to renal impairment, right ankle and foot, with tophus (tophi)",Condition,ICD10CM,46270416,Chronic tophaceous gout of ankle due to renal impairment
45591761,M1A.39X0,"Chronic gout due to renal impairment, multiple sites without tophus (tophi)",metabolic ,no,M1A3,"Chronic gout due to renal impairment, multiple sites, without tophus (tophi)",Condition,ICD10CM,46270426,Chronic gout of multiple sites without tophus due to renal impairment
45591762,M1A.4421,"Other secondary chronic gout, left hand, with tophus (tophi)",metabolic ,no,M1A4,"Other secondary chronic gout, left hand, with tophus (tophi)",Condition,ICD10CM,4299408,Gouty tophus
45591762,M1A.4421,"Other secondary chronic gout, left hand, with tophus (tophi)",metabolic ,no,M1A4,"Other secondary chronic gout, left hand, with tophus (tophi)",Condition,ICD10CM,4035436,Secondary gout
45591763,M1A.4620,"Other secondary chronic gout, left knee, without tophus (tophi)",metabolic ,no,M1A4,"Other secondary chronic gout, left knee, without tophus (tophi)",Condition,ICD10CM,46272381,Secondary chronic gout without tophus
45591764,M1A.4710,"Other secondary chronic gout, right ankle and foot, without tophus (tophi)",metabolic ,no,M1A4,"Other secondary chronic gout, right ankle and foot, without tophus (tophi)",Condition,ICD10CM,46272381,Secondary chronic gout without tophus
45591765,M1A.48X1,"Other secondary chronic gout, vertebrae, with tophus (tophi)",metabolic ,no,M1A4,"Other secondary chronic gout, vertebrae, with tophus (tophi)",Condition,ICD10CM,4299408,Gouty tophus
45591765,M1A.48X1,"Other secondary chronic gout, vertebrae, with tophus (tophi)",metabolic ,no,M1A4,"Other secondary chronic gout, vertebrae, with tophus (tophi)",Condition,ICD10CM,4035436,Secondary gout
45591772,M21.759,"Unequal limb length (acquired), unspecified femur",musculoskeletal,no,M2175,"Unequal limb length (acquired), unspecified femur",Condition,ICD10CM,45757656,Acquired unequal limb length
45591773,M21.764,"Unequal limb length (acquired), left fibula",musculoskeletal,no,M2176,"Unequal limb length (acquired), left fibula",Condition,ICD10CM,45757656,Acquired unequal limb length
45591780,M23.241,"Derangement of anterior horn of lateral meniscus due to old tear or injury, right knee",musculoskeletal,no,M232,"Derangement of anterior horn of lateral meniscus due to old tear or injury, right knee",Condition,ICD10CM,433288,Derangement of anterior horn of lateral meniscus
45591781,M23.259,"Derangement of posterior horn of lateral meniscus due to old tear or injury, unspecified knee",musculoskeletal,no,M232,"Derangement of posterior horn of lateral meniscus due to old tear or injury, unspecified knee",Condition,ICD10CM,433556,Derangement of posterior horn of lateral meniscus
45591782,M23.302,"Other meniscus derangements,  unspecified lateral meniscus , unspecified knee",musculoskeletal,no,M233,"Other meniscus derangements, unspecified lateral meniscus, unspecified knee",Condition,ICD10CM,437954,Derangement of lateral meniscus
45591783,M23.305,"Other meniscus derangements,  unspecified medial meniscus , unspecified knee",musculoskeletal,no,M233,"Other meniscus derangements, unspecified medial meniscus, unspecified knee",Condition,ICD10CM,77066,Derangement of medial meniscus
45591788,M24.231,"Disorder of ligament, right wrist",musculoskeletal,no,M242,"Disorder of ligament, right wrist",Condition,ICD10CM,4347166,Lesion of ligament of wrist and/or hand
45591789,M24.239,"Disorder of ligament, unspecified wrist",musculoskeletal,no,M242,"Disorder of ligament, unspecified wrist",Condition,ICD10CM,4347166,Lesion of ligament of wrist and/or hand
45591790,M24.276,"Disorder of ligament, unspecified foot",musculoskeletal,no,M242,"Disorder of ligament, unspecified foot",Condition,ICD10CM,4344519,Lesion of ligaments of foot region
45591791,M24.30,"Pathological dislocation of unspecified joint, not elsewhere classified",musculoskeletal,no,M243,"Pathological dislocation of unspecified joint, not elsewhere classified",Condition,ICD10CM,77356,Pathological dislocation of joint
45591792,M24.329,"Pathological dislocation of unspecified elbow, not elsewhere classified",musculoskeletal,no,M243,"Pathological dislocation of unspecified elbow, not elsewhere classified",Condition,ICD10CM,4344397,Elbow pathological dislocation
45591793,M24.342,"Pathological dislocation of left hand, not elsewhere classified",musculoskeletal,no,M243,"Pathological dislocation of left hand, not elsewhere classified",Condition,ICD10CM,78514,Pathological dislocation of hand
45591794,M24.369,"Pathological dislocation of unspecified knee, not elsewhere classified",musculoskeletal,no,M243,"Pathological dislocation of unspecified knee, not elsewhere classified",Condition,ICD10CM,4117413,Pathological dislocation of knee joint
45591795,M24.451,"Recurrent dislocation, right hip",musculoskeletal,no,M244,"Recurrent dislocation, right hip",Condition,ICD10CM,76199,Recurrent dislocation of hip
45591796,M24.639,"Ankylosis, unspecified wrist",musculoskeletal,no,M246,"Ankylosis, unspecified wrist",Condition,ICD10CM,4117391,Ankylosis of the wrist joint
45591797,M24.842,"Other specific joint derangements of left hand, not elsewhere classified",musculoskeletal,no,M248,"Other specific joint derangements of left hand, not elsewhere classified",Condition,ICD10CM,77635,Disorder of hand
45591797,M24.842,"Other specific joint derangements of left hand, not elsewhere classified",musculoskeletal,no,M248,"Other specific joint derangements of left hand, not elsewhere classified",Condition,ICD10CM,78228,Joint derangement
45591819,M31.30,Wegener's granulomatosis without renal involvement,immunological,no,M313,Wegener's granulomatosis without renal involvement,Condition,ICD10CM,313223,Granulomatosis with polyangiitis
45591820,M32.15,Tubulo-interstitial nephropathy in systemic lupus erythematosus,immunological,yes,M321,Tubulo-interstitial nephropathy in systemic lupus erythematosus,Condition,ICD10CM,4145240,Renal tubulo-interstitial disorder in systemic lupus erythematosus
45591823,M33.29,Polymyositis with other organ involvement,immunological,no,M33,Polymyositis with other organ involvement,Condition,ICD10CM,80800,Polymyositis
45591825,M40.209,"Unspecified kyphosis, site unspecified",musculoskeletal,no,M4020,"Unspecified kyphosis, site unspecified",Condition,ICD10CM,4214530,Kyphosis deformity of spine
45591827,M41.112,"Juvenile idiopathic scoliosis, cervical region",musculoskeletal,no,M41,"Juvenile idiopathic scoliosis, cervical region",Condition,ICD10CM,45757669,Infantile idiopathic scoliosis of cervical spine
45591828,M41.116,"Juvenile idiopathic scoliosis, lumbar region",musculoskeletal,no,M41,"Juvenile idiopathic scoliosis, lumbar region",Condition,ICD10CM,46273239,Idiopathic scoliosis of lumbar spine
45591829,M41.22,"Other idiopathic scoliosis, cervical region",musculoskeletal,no,M41,"Other idiopathic scoliosis, cervical region",Condition,ICD10CM,4069935,Idiopathic scoliosis
45591829,M41.22,"Other idiopathic scoliosis, cervical region",musculoskeletal,no,M41,"Other idiopathic scoliosis, cervical region",Condition,ICD10CM,80497,Disorder of cervical spine
45591830,M41.84,"Other forms of scoliosis, thoracic region",musculoskeletal,no,M41,"Other forms of scoliosis, thoracic region",Condition,ICD10CM,4184403,Scoliosis of thoracic spine
45591831,M41.86,"Other forms of scoliosis, lumbar region",musculoskeletal,no,M41,"Other forms of scoliosis, lumbar region",Condition,ICD10CM,4184423,Scoliosis of lumbar spine
45591834,M43.12,"Spondylolisthesis, cervical region",musculoskeletal,no,M431,"Spondylolisthesis, cervical region",Condition,ICD10CM,4167097,Spondylolisthesis
45591839,M43.8X6,"Other specified deforming dorsopathies, lumbar region",musculoskeletal,no,M438,"Other specified deforming dorsopathies, lumbar region",Condition,ICD10CM,4194891,Spinal dislocation with lumbar cord lesion
45591840,M43.8X7,"Other specified deforming dorsopathies, lumbosacral region",musculoskeletal,no,M438,"Other specified deforming dorsopathies, lumbosacral region",Condition,ICD10CM,73302,Curvature of spine
45591848,M47.16,"Other spondylosis with myelopathy, lumbar region",musculoskeletal,no,M471,"Other spondylosis with myelopathy, lumbar region",Condition,ICD10CM,198520,Lumbar spondylosis with myelopathy
45591852,M47.819,"Spondylosis without myelopathy or radiculopathy, site unspecified",musculoskeletal,no,M4781,"Spondylosis without myelopathy or radiculopathy, site unspecified",Condition,ICD10CM,138519,Spondylosis without myelopathy
45591855,M48.11,"Ankylosing hyperostosis [Forestier], occipito-atlanto-axial region",immunological,no,M481,"Ankylosing hyperostosis [Forestier], occipito-atlanto-axial region",Condition,ICD10CM,77961,Disseminated idiopathic skeletal hyperostosis
45591856,M48.13,"Ankylosing hyperostosis [Forestier], cervicothoracic region",immunological,no,M481,"Ankylosing hyperostosis [Forestier], cervicothoracic region",Condition,ICD10CM,77961,Disseminated idiopathic skeletal hyperostosis
45591857,M48.23,"Kissing spine, cervicothoracic region",musculoskeletal,no,M482,"Kissing spine, cervicothoracic region",Condition,ICD10CM,75908,Kissing spine
45591863,M50.01,"Cervical disc disorder with myelopathy,  high cervical region",musculoskeletal,no,M500,"Cervical disc disorder with myelopathy, high cervical region",Condition,ICD10CM,139906,Intervertebral disc disorder of cervical region with myelopathy
45591874,M61.061,"Myositis ossificans traumatica, right lower leg",musculoskeletal,no,M61,"Myositis ossificans traumatica, right lower leg",Condition,ICD10CM,77653,Traumatic myositis ossificans
45591875,M61.151,"Myositis ossificans progressiva, right thigh",musculoskeletal,no,M61,"Myositis ossificans progressiva, right thigh",Condition,ICD10CM,73854,Progressive myositis ossificans
45591876,M61.169,"Myositis ossificans progressiva, unspecified lower leg",musculoskeletal,no,M61,"Myositis ossificans progressiva, unspecified lower leg",Condition,ICD10CM,73854,Progressive myositis ossificans
45591877,M61.176,"Myositis ossificans progressiva, unspecified foot",musculoskeletal,no,M61,"Myositis ossificans progressiva, unspecified foot",Condition,ICD10CM,73854,Progressive myositis ossificans
45591878,M61.219,"Paralytic calcification and ossification of muscle, unspecified shoulder",musculoskeletal,no,M61,"Paralytic calcification and ossification of muscle, unspecified shoulder",Condition,ICD10CM,4001654,Paralytic calcification / ossification of muscle
45591879,M61.259,"Paralytic calcification and ossification of muscle, unspecified thigh",musculoskeletal,no,M61,"Paralytic calcification and ossification of muscle, unspecified thigh",Condition,ICD10CM,4001654,Paralytic calcification / ossification of muscle
45591880,M61.452,"Other calcification of muscle, left thigh",musculoskeletal,no,M61,"Other calcification of muscle, left thigh",Condition,ICD10CM,40490403,Calcification of muscle
45591881,M61.459,"Other calcification of muscle, unspecified thigh",musculoskeletal,no,M61,"Other calcification of muscle, unspecified thigh",Condition,ICD10CM,40490403,Calcification of muscle
45591882,M61.529,"Other ossification of muscle, unspecified upper arm",musculoskeletal,no,M61,"Other ossification of muscle, unspecified upper arm",Condition,ICD10CM,4196401,Muscular ossification
45591883,M61.559,"Other ossification of muscle, unspecified thigh",musculoskeletal,no,M61,"Other ossification of muscle, unspecified thigh",Condition,ICD10CM,4196401,Muscular ossification
45591889,M62.531,"Muscle wasting and atrophy, not elsewhere classified, right forearm",musculoskeletal,no,M625,"Muscle wasting and atrophy, not elsewhere classified, right forearm",Condition,ICD10CM,78236,Muscle atrophy
45591890,M62.549,"Muscle wasting and atrophy, not elsewhere classified, unspecified hand",musculoskeletal,no,M625,"Muscle wasting and atrophy, not elsewhere classified, unspecified hand",Condition,ICD10CM,78236,Muscle atrophy
